u,v,key,osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,access,junction,tunnel
412925941,413268696,0,35247674,2,,Puska Street,residential,,False,False,112.094,,"LINESTRING (-81.1191092 46.550539, -81.1191375 46.5515469)",,,
412925941,413177183,0,35251365,2,,Puska Street,residential,,False,True,107.091,,"LINESTRING (-81.1191092 46.550539, -81.119081 46.5495761)",,,
412926328,413236013,0,35253753,2,,Wabagishik Road,residential,,False,True,775.2400000000001,,"LINESTRING (-81.5542533 46.3290094, -81.5544729 46.3288913, -81.554693 46.3288092, -81.5555869 46.3285619, -81.5558326 46.3284527, -81.5559483 46.3283261, -81.5560487 46.3279837, -81.5560825 46.3274705, -81.5560672 46.3272456, -81.5560001 46.3270299, -81.5557891 46.3267249, -81.5555273 46.3265282, -81.5548872 46.3261803, -81.5545994 46.3259747, -81.5537455 46.3250429, -81.5536006 46.3248366, -81.5535073 46.324603, -81.5535439 46.3243689, -81.5538499 46.3238004, -81.554094 46.3235292, -81.5542105 46.3234837)",,,
412926328,413257561,0,366347355,,17,Highway 17,trunk,90,False,False,1224.9569999999999,,"LINESTRING (-81.5542533 46.3290094, -81.5526304 46.3280559, -81.5516223 46.3276482, -81.5508067 46.3273603, -81.5437126 46.325647, -81.5424726 46.3253989, -81.541154 46.3252523, -81.5395583 46.3252685)",,,
412926328,413172920,0,366347355,,17,Highway 17,trunk,90,False,True,880.7850000000001,,"LINESTRING (-81.5542533 46.3290094, -81.5556972 46.3299995, -81.5561792 46.3302963, -81.5567894 46.3305835, -81.5573894 46.3308427, -81.5583129 46.3311783, -81.5640927 46.3329112)",,,
412926360,413146583,0,35250680,2,,Kusk Road,residential,,False,True,114.871,,"LINESTRING (-81.3475038 46.3230297, -81.3489973 46.3229712)",,,
412926360,413247459,0,35233686,2,,Anna Road,residential,,False,True,183.88,,"LINESTRING (-81.3475038 46.3230297, -81.347445 46.3219499, -81.3474685 46.3215538, -81.3475323 46.3213827)",,,
412926360,413057423,0,35239183,2,,Kusk Road,residential,,False,False,203.83,,"LINESTRING (-81.3475038 46.3230297, -81.3470362 46.3230311, -81.3466853 46.3230052, -81.346036 46.3230432, -81.3448538 46.3230377)",,,
412926448,413041339,0,35227689,2,,Tilton Lake Road,residential,,False,True,316.17600000000004,,"LINESTRING (-81.0774742 46.3509979, -81.0776172 46.3506658, -81.0775898 46.3496759, -81.0778491 46.3492527, -81.0780698 46.3490546, -81.0784076 46.3489553, -81.0791742 46.3488288)",,,
412926448,2500226803,0,242552040,2,,Tilton Lake Road,residential,,False,False,1206.1129999999998,,"LINESTRING (-81.0774742 46.3509979, -81.0773133 46.3510689, -81.0771376 46.3510893, -81.0763473 46.3512114, -81.0751472 46.3513845, -81.0748252 46.3514556, -81.0746057 46.3515368, -81.0743424 46.3516991, -81.074167 46.3519018, -81.0739119 46.3522232, -81.0735172 46.352649, -81.0732541 46.3529328, -81.0729324 46.3532066, -81.0727715 46.3532979, -81.0725959 46.3533385, -81.0724056 46.3533792, -81.0721421 46.3533489, -81.0718493 46.353339, -81.0715126 46.3533696, -81.0712345 46.3534508, -81.0709712 46.3535928, -81.0703422 46.3539681, -81.0695961 46.3544245, -81.0686013 46.3549621, -81.0679429 46.3553069, -81.0664947 46.35625, -81.0659243 46.3567367, -81.0654626 46.3572051)",,,
412926448,2500225359,0,242552063,2,,,residential,,False,False,308.917,,"LINESTRING (-81.0774742 46.3509979, -81.0775387 46.3510514, -81.0775835 46.3511311, -81.0775838 46.3512993, -81.0775841 46.3515339, -81.0776292 46.3517419, -81.0775975 46.351919, -81.0776105 46.3520783, -81.0777132 46.3523394, -81.0777965 46.3524544, -81.0779246 46.3526093, -81.0780144 46.3528128, -81.0781172 46.3530872, -81.0781942 46.3532775, -81.0782331 46.3533773, -81.0783422 46.353665)",,,
412926492,413020706,0,35226704,2,,John Street,residential,,False,True,38.909,,"LINESTRING (-81.1895647 46.5811411, -81.1890556 46.5811419)",,,
412926492,413076311,0,35245100,2,,Peter Avenue,residential,,False,True,155.112,,"LINESTRING (-81.1895647 46.5811411, -81.1895467 46.5797462)",,,
412926492,413112195,0,35249922,2,,Peter Avenue,residential,,False,False,39.033,,"LINESTRING (-81.1895647 46.5811411, -81.1895789 46.581492)",,,
412926557,412977439,0,35234189,2,,River Road,residential,,False,False,288.41,,"LINESTRING (-81.3433721 46.3498977, -81.3441392 46.3499314, -81.3464412 46.3501854, -81.3470912 46.3502551)",,,
412926557,413142699,0,"[35252778, 35241381]",2,,Alpine Road,residential,,False,True,2245.759,,"LINESTRING (-81.3433721 46.3498977, -81.3433325 46.3497988, -81.343161 46.3493853, -81.3427677 46.3488375, -81.3426877 46.3485137, -81.3426591 46.3480998, -81.3427484 46.3478296, -81.3429285 46.347532, -81.3431977 46.3469462, -81.3433264 46.3467389, -81.3438168 46.3461884, -81.3441918 46.3458903, -81.34449 46.3457814, -81.3448275 46.3457264, -81.3455814 46.3457511, -81.3458673 46.3457412, -81.3462437 46.3456681, -81.3476316 46.3452499, -81.3492018 46.3448941, -81.3494611 46.3447943, -81.35086 46.3440791, -81.3511192 46.3439703, -81.3514047 46.3439154, -81.3520283 46.3438775, -81.3530288 46.3438654, -81.3533538 46.3438824, -81.3539782 46.3439704, -81.3546283 46.3440224, -81.3551351 46.3440299, -81.3564077 46.3438819, -81.357408 46.3438338, -81.3577196 46.3437878, -81.3579917 46.34367, -81.3582246 46.3435072, -81.3584053 46.3433177, -81.3587531 46.3428486, -81.3590869 46.3422266, -81.3591633 46.3419833, -81.3591963 46.3410742, -81.3592987 46.3408309, -81.3594535 46.3406684, -81.3596477 46.3405508, -81.3597903 46.3404964, -81.3603611 46.3403596, -81.3606073 46.3402508, -81.3607881 46.3400792, -81.3613674 46.3392494, -81.3614829 46.3390421, -81.3615464 46.3388169)",,,
412926557,412995671,0,35247103,2,,River Road,residential,,False,False,1103.1219999999998,,"LINESTRING (-81.3433721 46.3498977, -81.3427222 46.3498816, -81.3422544 46.349901, -81.3419169 46.349956, -81.3413072 46.3501468, -81.340258 46.3507169, -81.3387542 46.3513424, -81.3384951 46.3514692, -81.338288 46.3516048, -81.3377974 46.3521462, -81.3375906 46.3523358, -81.3373316 46.3524806, -81.3353767 46.3537373, -81.3340175 46.3546503, -81.3337075 46.3549752, -81.3332565 46.3556155, -81.3331665 46.3557867, -81.3330503 46.3559041, -81.3327779 46.3560038)",,,
412926635,412925941,0,35228921,2,,Poulin Street,residential,,False,True,299.867,,"LINESTRING (-81.1151884 46.5505838, -81.1191092 46.550539)",,,
412926635,413095791,0,35232481,2,,Montcalm Street,residential,,False,True,105.386,,"LINESTRING (-81.1151884 46.5505838, -81.1151563 46.5496363)",,,
412926635,413263683,0,35247297,2,,Montcalm Street,residential,,False,False,102.026,,"LINESTRING (-81.1151884 46.5505838, -81.115199 46.5514273, -81.1151999 46.5515013)",,,
412926635,413239879,0,35250527,2,,Poulin Street,residential,,False,True,176.073,,"LINESTRING (-81.1151884 46.5505838, -81.1137088 46.5505445, -81.112887 46.5505453)",,,
412928002,3445697491,0,35258295,2,,Errington Avenue,tertiary,,False,False,57.742,,"LINESTRING (-81.1976191 46.5808554, -81.1976054 46.5813746)",,,
412928002,413128396,0,35240221,2,,Errington Avenue,tertiary,,False,True,111.86500000000001,,"LINESTRING (-81.1976191 46.5808554, -81.1976339 46.5804176, -81.197639 46.5798495)",,,
412928002,413107765,0,35245182,2,,St. Joseph Street,residential,,False,False,91.961,,"LINESTRING (-81.1976191 46.5808554, -81.1975145 46.5808573, -81.1964159 46.5808543)",,,
412928572,413243703,0,35224791,2,,Main Street,tertiary,,False,True,38.734,,"LINESTRING (-81.1906803 46.5831916, -81.1911871 46.5831956)",,,
412928572,413205396,0,35244409,2,,Charlotte Avenue,residential,,False,True,164.542,,"LINESTRING (-81.1906803 46.5831916, -81.1906641 46.582431, -81.1906487 46.581712)",,,
412928572,413095636,0,35244662,2,,Main Street,tertiary,,False,False,653.4870000000001,,"LINESTRING (-81.1906803 46.5831916, -81.188834 46.5832103, -81.188241 46.5832233, -81.1873483 46.5832429, -81.1834246 46.583329, -81.1821325 46.583331)",,,
412930166,413256045,0,35226998,,,Creighton Road,unclassified,40,False,False,383.2849999999999,,"LINESTRING (-81.0719605 46.4770367, -81.0723211 46.4766423, -81.0725801 46.4763753, -81.0726417 46.4763096, -81.0727255 46.4762389, -81.0729682 46.4760791, -81.0741001 46.4753822, -81.0743374 46.4752182, -81.0748412 46.4748699, -81.075303 46.474595, -81.0753889 46.4745576)",,,
412930166,413070597,0,35226998,,,Creighton Road,unclassified,40,False,True,76.16,,"LINESTRING (-81.0719605 46.4770367, -81.0718486 46.4771492, -81.0717807 46.4771986, -81.0717097 46.4772366, -81.0716265 46.4772638, -81.071538 46.4772693, -81.0711111 46.4772661)",,,
412930166,413116268,0,35248020,,,Club Road,unclassified,50,False,False,165.13500000000002,,"LINESTRING (-81.0719605 46.4770367, -81.072027 46.4770714, -81.0720646 46.4770911, -81.072381 46.4772566, -81.0725478 46.4773527, -81.0727019 46.4774467, -81.0728467 46.4775372, -81.0730995 46.4776659, -81.0736774 46.4779321)",,,
412930420,4849564899,0,35240552,2,,Trottier Avenue,residential,,False,False,197.931,,"LINESTRING (-81.1778335 46.5649539, -81.1778358 46.5654161, -81.1778513 46.5655833, -81.177902 46.5657019, -81.1781074 46.5658784, -81.1783542 46.5660176, -81.1785239 46.5660718, -81.1788357 46.5660794, -81.1791818 46.5660843)",,,
412930420,413117025,0,35242267,2,,Pilon Street,residential,,False,False,319.055,,"LINESTRING (-81.1778335 46.5649539, -81.1792134 46.5649408, -81.1820058 46.5649904)",,,
412930420,413185777,0,35252493,2,,Pilon Street,residential,,False,False,278.34299999999996,,"LINESTRING (-81.1778335 46.5649539, -81.1753121 46.5649648, -81.1749398 46.5649763, -81.1746919 46.5650083, -81.1745967 46.5650484, -81.1745219 46.5651269, -81.1744398 46.5652866)",,,
412931699,413228883,0,35242910,2,,Main Street,residential,,False,True,165.803,,"LINESTRING (-81.2046889 46.5831196, -81.2025194 46.5831168)",,,
412931699,413078265,0,35225544,2,,Main Street,residential,,False,False,279.51800000000003,,"LINESTRING (-81.2046889 46.5831196, -81.2068789 46.583127, -81.2078969 46.5830981, -81.2083408 46.5831423)",,,
412931699,413030718,0,35230859,2,,Marion Street,residential,,False,True,226.966,,"LINESTRING (-81.2046889 46.5831196, -81.2046845 46.5826899, -81.2047484 46.5823208, -81.2048263 46.5822217, -81.2054254 46.5818787, -81.2055425 46.5817884, -81.2056074 46.5816713, -81.2056713 46.5813292)",,,
412932630,413173761,0,35249247,2,,Agnewlake Road,residential,,False,True,710.7810000000001,,"LINESTRING (-81.5371247 46.4027363, -81.5365838 46.4019649, -81.5360025 46.4010586, -81.5356051 46.4003315, -81.5355504 46.4000528, -81.5355998 46.3997826, -81.5356761 46.3996022, -81.5359331 46.399286, -81.5364232 46.3988517, -81.536629 46.3986168, -81.5367956 46.398355, -81.537051 46.3978768, -81.5371781 46.3975702, -81.5373169 46.3971286, -81.5373662 46.3968584)",,,
412932630,413089515,0,35255657,2,,,residential,,False,False,18.234,,"LINESTRING (-81.5371247 46.4027363, -81.5370212 46.4027908, -81.5369959 46.4028629)",,,
412933016,413262439,0,35242460,2,,Ella Road,residential,,False,True,902.9169999999999,,"LINESTRING (-81.4981662 46.3316794, -81.4983461 46.3314626, -81.4986812 46.3311732, -81.4988742 46.3309653, -81.4990149 46.3307217, -81.4991159 46.3303973, -81.499127 46.3301813, -81.4990831 46.3296415, -81.4989456 46.3288141, -81.4987833 46.3281128, -81.4988465 46.3279145, -81.4989876 46.3277159, -81.4990896 46.3274995, -81.4991261 46.3272293, -81.4990847 46.3269685, -81.4988844 46.3263664, -81.499049 46.3258977, -81.4991492 46.3254832, -81.4990818 46.3252225, -81.4989669 46.3239525, -81.4989289 46.3238398)",,,
412933016,3895440883,0,241864598,2,,Club Road,residential,,False,False,577.384,,"LINESTRING (-81.4981662 46.3316794, -81.4984519 46.3316692, -81.4986075 46.3316325, -81.4992568 46.3316027, -81.499581 46.3315382, -81.499762 46.3314385, -81.5001068 46.3309948, -81.5002328 46.3308672, -81.500342 46.3308179, -81.500657 46.3307686, -81.5010937 46.3308034, -81.5014297 46.3309078, -81.5016564 46.3310006, -81.5021814 46.3311833, -81.5027525 46.3313225, -81.5042727 46.3316443, -81.5045918 46.3317429, -81.5048102 46.3318096)",,,
412933016,413261814,0,241864604,2,,Ella Road,residential,,False,False,35.888000000000005,,"LINESTRING (-81.4981662 46.3316794, -81.4980827 46.3318155, -81.498026 46.331986)",,,
412933103,412987800,0,"[35251473, 35237606, 35237607]","['1', '2']",5,Spanish River Road,residential,,False,False,1796.169,yes,"LINESTRING (-81.4953424 46.3795129, -81.4950904 46.3795438, -81.4943102 46.3795571, -81.4938559 46.379649, -81.4934412 46.3798128, -81.4888834 46.3819923, -81.4873305 46.3828539, -81.4862302 46.3834256, -81.4850641 46.3839166, -81.4843638 46.3841355, -81.4840385 46.3841189, -81.4836997 46.3840393, -81.4811947 46.3831229, -81.4807898 46.3829176, -81.4805017 46.3826848, -81.4803955 46.3824423, -81.4803674 46.3822084, -81.4802879 46.3820378, -81.480183 46.3819392, -81.4800259 46.3818139, -81.4798689 46.3817065, -81.4794909 46.3816091, -81.4755902 46.3816794)",,,
412933103,2487334687,0,"[35249347, 241051181]",2,,Gun Club Road,residential,,False,False,498.529,,"LINESTRING (-81.4953424 46.3795129, -81.4954354 46.3796255, -81.4956107 46.3797465, -81.4960472 46.3800158, -81.4966461 46.3804649, -81.4968686 46.380626, -81.4971298 46.3807508, -81.4991121 46.3813722, -81.4997124 46.3816035, -81.5000198 46.3817703, -81.5000735 46.3818434, -81.5001099 46.3819654, -81.5002095 46.3822307)",,,
412933103,413213597,0,35258724,2,5,Spanish River Road,residential,,False,True,1109.992,,"LINESTRING (-81.4953424 46.3795129, -81.4955762 46.3794617, -81.4957279 46.3794073, -81.496037 46.3792616, -81.4963865 46.3790891, -81.4969683 46.3787176, -81.4977565 46.3781652, -81.4988826 46.3775933, -81.4999977 46.3772464, -81.5011389 46.3769084, -81.5019696 46.3767428, -81.5055534 46.376196, -81.5084097 46.3757334)",,,
412933117,413106005,0,35231962,2,,Kantola Road,tertiary,,False,True,188.262,,"LINESTRING (-81.116033 46.4106796, -81.1161205 46.4089876)",,,
412933117,412995668,0,35228722,2,,Kantola Road,tertiary,,False,False,2068.9250000000006,,"LINESTRING (-81.116033 46.4106796, -81.1159716 46.4123896, -81.1159075 46.4128757, -81.1157394 46.4133618, -81.1152856 46.4141272, -81.1148182 46.4146227, -81.1145325 46.414866, -81.1105827 46.4177768, -81.1091793 46.4187771, -81.1084385 46.4192368, -81.1076194 46.4196425, -81.1067352 46.4199763, -81.1057988 46.4202562, -81.0999622 46.4218595, -81.0993179 46.4220399, -81.0990122 46.4221594, -81.0987042 46.422328, -81.0984623 46.4225021, -81.0979787 46.4228094)",,,
412933117,1825936381,0,"[35251481, 35251482, 35247967]",2,,Mikkola Road,tertiary,,False,False,1030.557,yes,"LINESTRING (-81.116033 46.4106796, -81.1165015 46.4107241, -81.1167359 46.4108229, -81.1169706 46.4110296, -81.1185615 46.4126839, -81.1187312 46.4129268, -81.1187968 46.4131697, -81.1187453 46.4134397, -81.1186158 46.4137099, -81.1180969 46.4144574, -81.1177595 46.4148897, -81.117643 46.4151778, -81.1179313 46.4161045, -81.1181929 46.4167252, -81.1183765 46.417373, -81.1185597 46.4178588, -81.1186907 46.4182456, -81.1188729 46.418893)",,,
412933150,413002010,0,35248063,2,,,residential,,False,True,499.265,,"LINESTRING (-81.2379654 46.3909705, -81.2378478 46.3908448, -81.2378083 46.3907368, -81.2378596 46.3905567, -81.2379372 46.3904576, -81.2383263 46.3902138, -81.2390789 46.3898162, -81.2401701 46.3895079, -81.2409238 46.3893534, -81.2412751 46.3893796, -81.2415357 46.3894871, -81.2419401 46.3897742, -81.2420189 46.389945, -81.2420197 46.390116, -81.2419688 46.3903681, -81.241852 46.3904314)",,,
412933341,413047451,0,35257288,2,,Carol Road,residential,,False,True,987.3360000000001,,"LINESTRING (-81.3697449 46.3444875, -81.3697154 46.3439566, -81.3698006 46.3431014, -81.3697335 46.3427866, -81.3696285 46.342634, -81.3690787 46.3420417, -81.3689996 46.34188, -81.3690116 46.341727, -81.3694385 46.3414376, -81.3700468 46.3410846, -81.3703313 46.3408677, -81.3706015 46.3404799, -81.371164 46.3391011, -81.3713949 46.3386683, -81.3730177 46.3365481)",,,
412976510,413051009,0,35231628,2,,Kantola Road,residential,,False,False,263.145,,"LINESTRING (-81.107554 46.3598844, -81.107255 46.3598307, -81.1058509 46.359733, -81.1056818 46.3596701, -81.1054608 46.3596703, -81.1052789 46.3597065, -81.1049931 46.3598238, -81.1042263 46.3598965)",,,
412976510,413033390,0,35251599,2,,,residential,,False,True,1106.034,,"LINESTRING (-81.107554 46.3598844, -81.1080482 46.3599559, -81.1083081 46.3599197, -81.1085419 46.3598475, -81.1091003 46.3595589, -81.109633 46.3594144, -81.1102307 46.3593329, -81.1105296 46.3592606, -81.1106595 46.3592064, -81.1108152 46.3590893, -81.1110485 46.3587741, -81.1112561 46.3585759, -81.1121002 46.3581701, -81.1126194 46.3578276, -81.1132946 46.3574759, -81.1157753 46.3565014, -81.1165417 46.3562577, -81.1172042 46.356077, -81.1175162 46.3561127, -81.1181145 46.3562831, -81.1200001 46.3566861)",,,
412976510,413042866,0,35257635,2,,,residential,,False,False,75.398,,"LINESTRING (-81.107554 46.3598844, -81.1075803 46.3600104, -81.1077497 46.3602352, -81.107906 46.36037, -81.1080621 46.3604329)",,,
412977439,412926557,0,35234189,2,,River Road,residential,,False,True,288.40999999999997,,"LINESTRING (-81.3470912 46.3502551, -81.3464412 46.3501854, -81.3441392 46.3499314, -81.3433721 46.3498977)",,,
412977439,413170841,0,35245019,2,,Krats Road,residential,,False,False,355.299,,"LINESTRING (-81.3470912 46.3502551, -81.347989 46.3503787, -81.3502142 46.3508039, -81.350591 46.3507937, -81.3513313 46.3507015, -81.3515908 46.3506377)",,,
412977439,2494446722,0,"[35246033, 241867247]",2,,River Road,residential,,False,False,1958.457,,"LINESTRING (-81.3470912 46.3502551, -81.3475112 46.3508571, -81.3477598 46.3511264, -81.3482954 46.3515567, -81.3486996 46.3517535, -81.3496631 46.3520295, -81.3504178 46.3521622, -81.3511459 46.352205, -81.3516136 46.3521676, -81.3527834 46.352173, -81.3543295 46.3520872, -81.3548097 46.3519867, -81.3557568 46.3517228, -81.3565098 46.3515854, -81.3569385 46.3515661, -81.3577709 46.3516535, -81.358343 46.3516787, -81.3590181 46.3515686, -81.3593429 46.3515495, -81.3603828 46.3515733, -81.3617729 46.3514789, -81.3626437 46.3514851, -81.3627479 46.3515118, -81.3642306 46.3516691, -81.3646381 46.3516819, -81.3651057 46.3516776, -81.3655998 46.3516782, -81.3660479 46.3516519, -81.3665026 46.3516233, -81.3667446 46.3516089, -81.3668558 46.3515972, -81.3670159 46.3515627, -81.3673502 46.3514738, -81.3676145 46.3513533, -81.3679015 46.3511728, -81.3682863 46.3509802, -81.3687582 46.3508789, -81.3689251 46.3508425, -81.3691612 46.3508218, -81.3694321 46.3508209, -81.3696857 46.3508241, -81.3699164 46.3508512, -81.3701933 46.3508902, -81.3704009 46.3509095, -81.3706198 46.3509008, -81.3708269 46.3508403)",,,
412977779,413164341,0,35243913,2,,Phil Street,residential,,False,False,175.983,,"LINESTRING (-81.2136049 46.3944205, -81.2136335 46.3950864, -81.2138061 46.3959951)",,,
412977924,413164341,0,35236836,2,,Phil Street,residential,,False,True,209.229,,"LINESTRING (-81.2112068 46.3965669, -81.2138061 46.3959951)",,,
412979040,413015791,0,35243067,2,,Connie Street,residential,,False,False,125.2,,"LINESTRING (-81.3021993 46.383025, -81.3028163 46.3840674)",,,
412979040,413081758,0,35246594,2,,Paul Street,residential,,False,True,192.92900000000003,,"LINESTRING (-81.3021993 46.383025, -81.302394 46.3829525, -81.3027701 46.3827625, -81.3041439 46.3819309)",,,
412979040,413042540,0,35247399,2,,Paul Street,residential,,False,False,296.353,,"LINESTRING (-81.3021993 46.383025, -81.3016406 46.3831165, -81.2989242 46.3833936, -81.2983914 46.383467)",,,
412981567,413179479,0,35249817,2,,Michaels South Shore Road,residential,,False,True,1932.516,,"LINESTRING (-81.3982777 46.5706155, -81.3977938 46.5704732, -81.3969956 46.5701699, -81.3967343 46.5701259, -81.3964994 46.5701267, -81.3962 46.5702177, -81.3960439 46.5702902, -81.3957589 46.5705702, -81.3951903 46.5713371, -81.3950348 46.5714907, -81.3944121 46.5719968, -81.3942173 46.5721234, -81.3939963 46.5722502, -81.3935928 46.5723866, -81.3927573 46.5723534, -81.3921571 46.5723645, -81.3912836 46.5724755, -81.3909443 46.5724677, -81.3905524 46.572415, -81.3902392 46.5724161, -81.3894442 46.5725538, -81.3887269 46.5726192, -81.3884658 46.5726021, -81.3862047 46.5721148, -81.3856695 46.5720986, -81.3844826 46.5721746, -81.3835952 46.5721775, -81.380905 46.5718986, -81.3803172 46.5718195, -81.379065 46.5718957, -81.3783212 46.5718981, -81.3776161 46.5718375, -81.376505 46.5715621, -81.3759302 46.571474, -81.3750687 46.5714409)",,,
